id,reason,title,body,how,title-length,body-length
7279259,ERRORS,Why is adMob throwing these null pointer exceptions in Android?,"So I have the Android app complete and everything, then I downloaded the SDK from adMob and integrated it in the app. After integrating the ads, I noticed that this exception kept showing up in the console every time I ran the app.    The app doesn't crash or anything, and the ads are showing just fine and working properly, but this exception keeps showing up. Why? How can I get rid of it? Thanks in advance :- ",throwing these null pointer exceptions,63,414
7279259,ERRORS,Why is adMob throwing these null pointer exceptions in Android?,"So I have the Android app complete and everything, then I downloaded the SDK from adMob and integrated it in the app. After integrating the ads, I noticed that this exception kept showing up in the console every time I ran the app.    The app doesn't crash or anything, and the ads are showing just fine and working properly, but this exception keeps showing up. Why? How can I get rid of it? Thanks in advance :- ",NullPointerException,63,414
7279259,ERRORS,Why is adMob throwing these null pointer exceptions in Android?,"So I have the Android app complete and everything, then I downloaded the SDK from adMob and integrated it in the app. After integrating the ads, I noticed that this exception kept showing up in the console every time I ran the app.    The app doesn't crash or anything, and the ads are showing just fine and working properly, but this exception keeps showing up. Why? How can I get rid of it? Thanks in advance :- ",exception,63,414
7279259,CONCEPTUAL,Why is adMob throwing these null pointer exceptions in Android?,"So I have the Android app complete and everything, then I downloaded the SDK from adMob and integrated it in the app. After integrating the ads, I noticed that this exception kept showing up in the console every time I ran the app.    The app doesn't crash or anything, and the ads are showing just fine and working properly, but this exception keeps showing up. Why? How can I get rid of it? Thanks in advance :- ",Why?,63,414
7279259,API_USAGE,Why is adMob throwing these null pointer exceptions in Android?,"So I have the Android app complete and everything, then I downloaded the SDK from adMob and integrated it in the app. After integrating the ads, I noticed that this exception kept showing up in the console every time I ran the app.    The app doesn't crash or anything, and the ads are showing just fine and working properly, but this exception keeps showing up. Why? How can I get rid of it? Thanks in advance :- ",How can I,63,414
7302447,API_USAGE,How to hide soft keyboard for one of the EditText when soft keyboard is already shown?,"Here the situation: I am showing a screen with 4 input fields, 2 of them need to be edit by user numeric field, other text field- shows some text info which can be changed by user via ListView, but it closed for manual edit. I use in my XML file android:editable=""false"" for non-numeric EditText fields and it helps to disable popup of soft keyboard when the user click on field. But the problem is in when the user edit a numeric field the soft keyboard not hidding after user focused on text field.  So how can I hide the already shown soft keyboard when user focused on my text field?  The methods like:           or something like this    take no effect.   Thanks in advance for your time. ",How to,86,694
7302447,API_USAGE,How to hide soft keyboard for one of the EditText when soft keyboard is already shown?,"Here the situation: I am showing a screen with 4 input fields, 2 of them need to be edit by user numeric field, other text field- shows some text info which can be changed by user via ListView, but it closed for manual edit. I use in my XML file android:editable=""false"" for non-numeric EditText fields and it helps to disable popup of soft keyboard when the user click on field. But the problem is in when the user edit a numeric field the soft keyboard not hidding after user focused on text field.  So how can I hide the already shown soft keyboard when user focused on my text field?  The methods like:           or something like this    take no effect.   Thanks in advance for your time. ",how can I,86,694
7339515,API_USAGE,How do I remove the keyboard after I finish an activity?,"I have an activity that users type inside and then click the ok button. When it is finished, the activity closes and goes back to the old activity but the soft keyboard is still on the screen! I've tried android:windowSoftInputMode=""stateHidden"" and          getWindow.setSoftInputModeWindowManager.LayoutParams.SOFT_INPUT_STATE_ALWAYS_HIDDEN;  But it does nothing.  Thanks ",How do I,56,374
7341878,CONCEPTUAL,Must set a strong reference to null after use in Java when using WeakReference?,"I was reading this due to some memory issues I was having in my code relating to weak references, when I came across this little note:     You have to explicitly set that strong reference to null after use:      This one isn't so obvious: you might think that a strong reference ceases to exist once it goes out of scope. However, the JVM isn't required to do so, and for efficiency's sake, won't. The strong reference remains in the stack frame, and can get in the way of garbage collection.   Is this still true? If I do something like:    Is it required that I set  when I'm done with the method, or else I'll leak obj? ",Is this still true?,79,623
7341878,CONCEPTUAL,Must set a strong reference to null after use in Java when using WeakReference?,"I was reading this due to some memory issues I was having in my code relating to weak references, when I came across this little note:     You have to explicitly set that strong reference to null after use:      This one isn't so obvious: you might think that a strong reference ceases to exist once it goes out of scope. However, the JVM isn't required to do so, and for efficiency's sake, won't. The strong reference remains in the stack frame, and can get in the way of garbage collection.   Is this still true? If I do something like:    Is it required that I set  when I'm done with the method, or else I'll leak obj? ",Is it required that,79,623
7403219,API_USAGE,How can I call a statement after two asyncTask calls in Android?,I have a method like:    How can I call another method after the two async calls have ended? ,How can I,64,93
7403219,API_USAGE,How can I call a statement after two asyncTask calls in Android?,I have a method like:    How can I call another method after the two async calls have ended? ,How can I,64,93
7490752,API_USAGE,How to get the duration of call started from your app?,"In my app, when someone clicks on a button, a phone call is started.  Can i detect when the phone call is finished, so i will be able to measure the duration of this call?  Tnx. ",How to,54,178
7490752,CONCEPTUAL,How to get the duration of call started from your app?,"In my app, when someone clicks on a button, a phone call is started.  Can i detect when the phone call is finished, so i will be able to measure the duration of this call?  Tnx. ",Can i,54,178
7569866,API_USAGE,How to do http post using apache httpclient with web authentication?,"I have searched a LOT for this and could not find a decent solution. The one using credentials provider is bad as it make double the amount of calls opposed to what is required i.e. it fires the request , gets a 401 and only then fires the request with the web auth credentials.  Anyone who has used android's httpclient library to do http post requests to a URL behind web auth successfully??  ",How to,68,395
7569866,CONCEPTUAL,How to do http post using apache httpclient with web authentication?,"I have searched a LOT for this and could not find a decent solution. The one using credentials provider is bad as it make double the amount of calls opposed to what is required i.e. it fires the request , gets a 401 and only then fires the request with the web auth credentials.  Anyone who has used android's httpclient library to do http post requests to a URL behind web auth successfully??  ",Anyone who has used,68,395
7608339,CONCEPTUAL,Placing ads in my android app,"I am planning to create an android application that may contain some ads. The ads shall be pushed from a web site that hosted in my server. I can push different ads from my server and the users of the application can be able to like, dislike the ads. Based on the user's likedislike input I can create a rating for the product.  Have anybody did the same things before.  Is there any specific controls in the android stack for this? Can I use Android App widget for this? ",Have anybody did the same things before,29,472
7608339,CONCEPTUAL,Placing ads in my android app,"I am planning to create an android application that may contain some ads. The ads shall be pushed from a web site that hosted in my server. I can push different ads from my server and the users of the application can be able to like, dislike the ads. Based on the user's likedislike input I can create a rating for the product.  Have anybody did the same things before.  Is there any specific controls in the android stack for this? Can I use Android App widget for this? ",Is there any,29,472
7608339,CONCEPTUAL,Placing ads in my android app,"I am planning to create an android application that may contain some ads. The ads shall be pushed from a web site that hosted in my server. I can push different ads from my server and the users of the application can be able to like, dislike the ads. Based on the user's likedislike input I can create a rating for the product.  Have anybody did the same things before.  Is there any specific controls in the android stack for this? Can I use Android App widget for this? ",Can I use,29,472
7611396,ERRORS,Error setting layout params to ImageView,"I'm having issues trying to set layoutparams to an ImageView created programmatically:    The imageView is inside an , and I think that should work, but I get this error:    Maybe, the fact that this imageView Activity is configured to use an different layout for portrait and landscape view I'm using this with an different copy of xml layout inside the layout-land folder. When it's in portrait view the problematic code line isn't executed, instead I execute the following line:    I tried to keep this line unchanged, but then I get the error:    The main difference in the portrait and landscape layout, is that portrait uses a  with vertical orientation and have an  widget that uses that imageView, while the problematic landscape uses horizontal orientation and  instead of .  I'm kind lost here, any tips will be appreciated.    EDITED  The imageView is implemented in this class:    And the ImageAdapter instance is used here:   ",I get this error,40,939
7611396,ERRORS,Error setting layout params to ImageView,"I'm having issues trying to set layoutparams to an ImageView created programmatically:    The imageView is inside an , and I think that should work, but I get this error:    Maybe, the fact that this imageView Activity is configured to use an different layout for portrait and landscape view I'm using this with an different copy of xml layout inside the layout-land folder. When it's in portrait view the problematic code line isn't executed, instead I execute the following line:    I tried to keep this line unchanged, but then I get the error:    The main difference in the portrait and landscape layout, is that portrait uses a  with vertical orientation and have an  widget that uses that imageView, while the problematic landscape uses horizontal orientation and  instead of .  I'm kind lost here, any tips will be appreciated.    EDITED  The imageView is implemented in this class:    And the ImageAdapter instance is used here:   ",java.lang.ClassCastException,40,939
7611396,ERRORS,Error setting layout params to ImageView,"I'm having issues trying to set layoutparams to an ImageView created programmatically:    The imageView is inside an , and I think that should work, but I get this error:    Maybe, the fact that this imageView Activity is configured to use an different layout for portrait and landscape view I'm using this with an different copy of xml layout inside the layout-land folder. When it's in portrait view the problematic code line isn't executed, instead I execute the following line:    I tried to keep this line unchanged, but then I get the error:    The main difference in the portrait and landscape layout, is that portrait uses a  with vertical orientation and have an  widget that uses that imageView, while the problematic landscape uses horizontal orientation and  instead of .  I'm kind lost here, any tips will be appreciated.    EDITED  The imageView is implemented in this class:    And the ImageAdapter instance is used here:   ",but then I get the error,40,939
7611396,ERRORS,Error setting layout params to ImageView,"I'm having issues trying to set layoutparams to an ImageView created programmatically:    The imageView is inside an , and I think that should work, but I get this error:    Maybe, the fact that this imageView Activity is configured to use an different layout for portrait and landscape view I'm using this with an different copy of xml layout inside the layout-land folder. When it's in portrait view the problematic code line isn't executed, instead I execute the following line:    I tried to keep this line unchanged, but then I get the error:    The main difference in the portrait and landscape layout, is that portrait uses a  with vertical orientation and have an  widget that uses that imageView, while the problematic landscape uses horizontal orientation and  instead of .  I'm kind lost here, any tips will be appreciated.    EDITED  The imageView is implemented in this class:    And the ImageAdapter instance is used here:   ",Error,40,939
7620249,API_USAGE,Android: How can I create a box?,I'm lloking for something that looks like a text box except I don't want the user to be able to type inside the box. How can I do it ?  ,How can I,32,136
7805257,API_USAGE,multiple TextView in listactvity,Please see the xml code      also see the java code    I want to add two textview where i can set text but application crashes when i am retrieving these texview using findviewById Please help how can I set two textviews in a row of ListActivity ,how can I,32,246
7889934,CONCEPTUAL,Are there other Android emulators besides the one with the Android SDK?,"I am working on an Android app for a client of mine, who is unfortunately not very tech savvy. The thought of installing the Android SDK to get to the emulator scares the hell out of them. Is there any third party Android emulators out there that provide the same functionality as the one provided with the SDK, but minus all of the development periphery?  They are in the middle of buying a bunch of Android phones now physical, where they'll be able to eventually test on a hard device, but in the meantime, I figured this was the best way. ",Are there other,71,543
7889934,CONCEPTUAL,Are there other Android emulators besides the one with the Android SDK?,"I am working on an Android app for a client of mine, who is unfortunately not very tech savvy. The thought of installing the Android SDK to get to the emulator scares the hell out of them. Is there any third party Android emulators out there that provide the same functionality as the one provided with the SDK, but minus all of the development periphery?  They are in the middle of buying a bunch of Android phones now physical, where they'll be able to eventually test on a hard device, but in the meantime, I figured this was the best way. ",Is there any,71,543
8075226,API_USAGE,Android make menu,"I have made an options menu attached to my android menu button, but how do I make a list menu from clicking one of those menus like the standard one you see when you go to android settings  I must be doing the wrong google searches ",how do I,17,232
8119272,API_USAGE,Get Class object from another Class JNI,Java code:    How you can see I have  and  in it. Now from my JNI code I want to get  and call it's constructor. In JNI I have  object.  What must I do to get  object from  and call  functions or set members? ,What must I do to,39,209
8215320,CONCEPTUAL,TranslateAnimation - animation works only after the second time,"I used some code I found for a sliding panel, and basically it works but has a small issue.  The animation doesn't work on the first time the panel gets open.   here's the code for the animation:    why on the first I open the panel there's no animation but all the other ones there is? ",why,63,287
8216479,API_USAGE,Listview: Load images dependent on values in sql database from the notepad tutorial,"I have done the notepad tutorial of the google webside. There are these tree strings:    I only put the values ""0"", ""1"", ""2"", ""3""  in my KEY_TITLE. Instead of showing the strings in a TextView of my Listview, I want to show the images from this array:    e.g. If KEY_TITLE ist ""0"" I want to show the the image icon1. etc....  Now I have the problem, that the SimpleCursorAdapter can only map to TextViews. How can I tell the SimpleCursorAdapter, that it has to map the string values to the number of icons in my icons[]-string?   Can anybody help me, how to write a new SimpleCursorAdapter? Or is it not necessary?    Thanks a lot.  Felix ",How can I,83,639
8216479,API_USAGE,Listview: Load images dependent on values in sql database from the notepad tutorial,"I have done the notepad tutorial of the google webside. There are these tree strings:    I only put the values ""0"", ""1"", ""2"", ""3""  in my KEY_TITLE. Instead of showing the strings in a TextView of my Listview, I want to show the images from this array:    e.g. If KEY_TITLE ist ""0"" I want to show the the image icon1. etc....  Now I have the problem, that the SimpleCursorAdapter can only map to TextViews. How can I tell the SimpleCursorAdapter, that it has to map the string values to the number of icons in my icons[]-string?   Can anybody help me, how to write a new SimpleCursorAdapter? Or is it not necessary?    Thanks a lot.  Felix ",how to,83,639
8216479,CONCEPTUAL,Listview: Load images dependent on values in sql database from the notepad tutorial,"I have done the notepad tutorial of the google webside. There are these tree strings:    I only put the values ""0"", ""1"", ""2"", ""3""  in my KEY_TITLE. Instead of showing the strings in a TextView of my Listview, I want to show the images from this array:    e.g. If KEY_TITLE ist ""0"" I want to show the the image icon1. etc....  Now I have the problem, that the SimpleCursorAdapter can only map to TextViews. How can I tell the SimpleCursorAdapter, that it has to map the string values to the number of icons in my icons[]-string?   Can anybody help me, how to write a new SimpleCursorAdapter? Or is it not necessary?    Thanks a lot.  Felix ",is it not necessary?,83,639
8250325,CONCEPTUAL,Start Programming on Android 2.3,"I program in Asp.Net, C#, and I have recently bought a tablet with android 2.3. I want to program some applications for my tablet but I see that it can be programmed only with Java. Does anyone know if I can program in C++? Is Qt available for it like it is in Linux? I've heared that it is possible but no one can give me any information. If it can't be done can anyone post me some links with Base Android 2.3 programming, but not base Java programming? I know Java but I prefer C++. ",Does anyone know if I can,32,486
8250325,CONCEPTUAL,Start Programming on Android 2.3,"I program in Asp.Net, C#, and I have recently bought a tablet with android 2.3. I want to program some applications for my tablet but I see that it can be programmed only with Java. Does anyone know if I can program in C++? Is Qt available for it like it is in Linux? I've heared that it is possible but no one can give me any information. If it can't be done can anyone post me some links with Base Android 2.3 programming, but not base Java programming? I know Java but I prefer C++. ",Is Qt available for it,32,486
8250325,DOCUMENTATION,Start Programming on Android 2.3,"I program in Asp.Net, C#, and I have recently bought a tablet with android 2.3. I want to program some applications for my tablet but I see that it can be programmed only with Java. Does anyone know if I can program in C++? Is Qt available for it like it is in Linux? I've heared that it is possible but no one can give me any information. If it can't be done can anyone post me some links with Base Android 2.3 programming, but not base Java programming? I know Java but I prefer C++. ",can anyone post me some links with,32,486
8262197,ERRORS,Android Error while Camera.open,"i just wanna try to Access my Camera on Android. I dont know how i can get error logs, but i get an error when i call the function Camera.open.  Im using the SDK example Code, but it didnt works.  I also tried out to set mCamera to null before releasing. And yes i have setted the permission in the manifest.xml  it didnt works with the emulator even with my htc   ",i get an error when,31,365
8323004,API_USAGE,Modify color Android selected Dropdown item,"How can I modify the text color of the selected item on a Spinner in an Android Honeycomb application?  EDIT: I have a Spinner layout which i'm inflating. Is it possible to add an attribute in this spinner to change the text color? I was able to change the background for example using the android:background on the spinner, but I'm not able to do the same with android:textColor.  ",How can I,43,382
8323004,CONCEPTUAL,Modify color Android selected Dropdown item,"How can I modify the text color of the selected item on a Spinner in an Android Honeycomb application?  EDIT: I have a Spinner layout which i'm inflating. Is it possible to add an attribute in this spinner to change the text color? I was able to change the background for example using the android:background on the spinner, but I'm not able to do the same with android:textColor.  ",Is it possible to,43,382
8371743,API_USAGE,Scrolling ListViews Together,"I've got two ListView objects that I would like to scroll together.  They are side-by-side, so if one scrolls a certain amount, the other scrolls that same amount.  I've found some examples on how to do this, but I believe that they rely on the items in the ListView being the same height correct me if I am wrong.  The items in one of my ListView objects are taller than the ones in the other, spanning 2-3 items.  How do I ""lock"" these 2 ListView objects together?  EDIT: Here's a screenshot of what I have, maybe it will better explain what I'm going for.  The left side red is a list of items and the right side is a separate list. You can see how the lists don't align perfectly, so it isn't exactly a grid.  What I would like to do is have this act like one big list, where scrolling either list will also scroll the other.   ",How do I,28,832
8387985,API_USAGE,Android: Override back button,"I have a Main Activity, then a ListActivity to select an item to show, and then a third activity to show selected item. When user push back button, I want him to go back to main activity, not the listActivity.  How can I do that? ",How can I do,29,230
8424876,ERRORS,Android lazy loading images class eats up all my memory,"I'm using the popular lazy loading class found here:http:stackoverflow.comquestions541966android-how-do-i-do-a-lazy-load-of-images-in-listview3068012#3068012  The problem I'm having is that I'm using this class in multiple activities etc... navigating back and forth between activitiesloading images eventually crashes my app, giving me this error:    The code below is part of the ImageLoader class and is, I suspect, the culprit. Originally, REQUIRED_SIZE is set at 70, which is way too small. I set it at 200 which makes the image quality better, but crashes the app sooner.   Shouldnt this lazy loading method be cleaning the images every time the user leaves an activity? It seems it is just adding onto the pile every single time I load more images in another activity.   I'm new to android programming, so perhaps someone could help me optimize this code.   ","crashes my app, giving me this error",55,865
8424876,ERRORS,Android lazy loading images class eats up all my memory,"I'm using the popular lazy loading class found here:http:stackoverflow.comquestions541966android-how-do-i-do-a-lazy-load-of-images-in-listview3068012#3068012  The problem I'm having is that I'm using this class in multiple activities etc... navigating back and forth between activitiesloading images eventually crashes my app, giving me this error:    The code below is part of the ImageLoader class and is, I suspect, the culprit. Originally, REQUIRED_SIZE is set at 70, which is way too small. I set it at 200 which makes the image quality better, but crashes the app sooner.   Shouldnt this lazy loading method be cleaning the images every time the user leaves an activity? It seems it is just adding onto the pile every single time I load more images in another activity.   I'm new to android programming, so perhaps someone could help me optimize this code.   ",uncaught exception,55,865
8500530,API_USAGE,Integrate MuPDF Reader in an app,"I am working on some stuff that should be able to read PDF in my app and I want to put PDF view in my custom layout. I had preferred Android PDF Viewer but  when I performed zoomIn, zoomOut it takes too much time.  So currently I am supposed to use MuPDF open source project to integrate in my project, it's based on JNI and I am not used to it.  I am using Cygwin to build the library for native code. Hence I am unclear with few things:   how to integrate the MuPDF in my project as per my question title? once I will succeed to integrated  it then how can I put PDF reader in my custom view in the XML or programmaticaly? <ol> ",how to,32,630
8500530,API_USAGE,Integrate MuPDF Reader in an app,"I am working on some stuff that should be able to read PDF in my app and I want to put PDF view in my custom layout. I had preferred Android PDF Viewer but  when I performed zoomIn, zoomOut it takes too much time.  So currently I am supposed to use MuPDF open source project to integrate in my project, it's based on JNI and I am not used to it.  I am using Cygwin to build the library for native code. Hence I am unclear with few things:   how to integrate the MuPDF in my project as per my question title? once I will succeed to integrated  it then how can I put PDF reader in my custom view in the XML or programmaticaly? <ol> ",how can I,32,630
8619429,API_USAGE,How to create a custom gallery having images of a particular folder on SD card?,"I have seen the API demos of android ApiDemossrccomexampleandroidapisviewGallery1.java , but they take images from the res folder within the project. I want to create a gallery of the images which are put up in the folder: mntsdcardAndroiddatacom.myappfilesPictures  All i could come up was this code, which, i suppose, displays all images.     I have spent a lot of time looking for its solution, but no success.. ",How to,79,415
8686077,API_USAGE,"How to hide, encrypt and password protect a volume on my smartphone?","I want to have a hidden volume on my smartphone which is encrypted and password protected.   Once you encrypt a file, this will happen:   new encrypted file will be created original file will safely be deleted <ol>  When you later want to view, edit or use the encrypted file, a new un-encrypted version will be created.  Considering the single channel - read OR write - operation of the internal flash memory of mobile devices, this will be a very slow and battery consuming process.   On-the-fly encryption is not possible since the phone lacks a dedicated on-board encryption processor with a boot loader verification method andor some really fast multi-channel memory.  Does anyone know a better way to do this? ",How to,68,716
8686077,REVIEW,"How to hide, encrypt and password protect a volume on my smartphone?","I want to have a hidden volume on my smartphone which is encrypted and password protected.   Once you encrypt a file, this will happen:   new encrypted file will be created original file will safely be deleted <ol>  When you later want to view, edit or use the encrypted file, a new un-encrypted version will be created.  Considering the single channel - read OR write - operation of the internal flash memory of mobile devices, this will be a very slow and battery consuming process.   On-the-fly encryption is not possible since the phone lacks a dedicated on-board encryption processor with a boot loader verification method andor some really fast multi-channel memory.  Does anyone know a better way to do this? ",Does anyone know a better way to do this?,68,716
8713576,API_USAGE,Upload videos to Facebook from android application,"I am developing an android application in that I want to upload videos to my and my friend's Facebook profile. I have seen Facebook android SDK but I am not able to work out from where to start? I don't know, how to authenticate user? Also I don't know how to upload videos?  Can any one tell me which steps I need to take to upload video to Facebook? If possible also give sample code.  Please help me.  Thanks in advance. ",how to,50,424
8713576,API_USAGE,Upload videos to Facebook from android application,"I am developing an android application in that I want to upload videos to my and my friend's Facebook profile. I have seen Facebook android SDK but I am not able to work out from where to start? I don't know, how to authenticate user? Also I don't know how to upload videos?  Can any one tell me which steps I need to take to upload video to Facebook? If possible also give sample code.  Please help me.  Thanks in advance. ",how to,50,424
8714409,REVIEW,Async in a small android game,writing a small android game for a university assignment and just wanted to check what I'm doing is correct.  I'm creating a Mastermind type game and am unsure how to handle basic game operations such as checking if a guess is correct.  Am I correct in thinking that the best way to handle these operations is to create inner classes that extend Async to avoid UI lockup?  If not could anyone suggest any other ways?  Cheers! ,just wanted to check what I'm doing is correct,29,426
8714409,REVIEW,Async in a small android game,writing a small android game for a university assignment and just wanted to check what I'm doing is correct.  I'm creating a Mastermind type game and am unsure how to handle basic game operations such as checking if a guess is correct.  Am I correct in thinking that the best way to handle these operations is to create inner classes that extend Async to avoid UI lockup?  If not could anyone suggest any other ways?  Cheers! ,suggest any other ways,29,426
8726290,API_USAGE,How to play inline html5 video in Android Browser,"I'm doing mobile web app, in that i use html5 to play videos, it works fine But In Android native browser if i click on the video it transfer to native media player. but i want to play it inline How to do this? thanks ",How to do this,49,218
8726290,API_USAGE,How to play inline html5 video in Android Browser,"I'm doing mobile web app, in that i use html5 to play videos, it works fine But In Android native browser if i click on the video it transfer to native media player. but i want to play it inline How to do this? thanks ",How to,49,218
8766887,DISCREPANCY,Cannot perform proper view paging in Android GalleryView,"I'm trying to use Android GalleryView to implement a view that can scroll horizontally as well as vertically, similar to the Google Music application. However, if I place a ListView inside a GalleryView, the ListView seems to steal all touch events and I'm unable to scroll horizontally on a GalleryView. What am I doing wrong? Is this the best approach? Does anyone have any other suggestions? Thanks! ",What am I doing wrong?,56,403
8766887,REVIEW,Cannot perform proper view paging in Android GalleryView,"I'm trying to use Android GalleryView to implement a view that can scroll horizontally as well as vertically, similar to the Google Music application. However, if I place a ListView inside a GalleryView, the ListView seems to steal all touch events and I'm unable to scroll horizontally on a GalleryView. What am I doing wrong? Is this the best approach? Does anyone have any other suggestions? Thanks! ",Is this the best approach?,56,403
8766887,REVIEW,Cannot perform proper view paging in Android GalleryView,"I'm trying to use Android GalleryView to implement a view that can scroll horizontally as well as vertically, similar to the Google Music application. However, if I place a ListView inside a GalleryView, the ListView seems to steal all touch events and I'm unable to scroll horizontally on a GalleryView. What am I doing wrong? Is this the best approach? Does anyone have any other suggestions? Thanks! ",Does anyone have any other suggestions?,56,403
8778307,CONCEPTUAL,detect touch shape on iphone or android?,"Is there a public or private API that would let application get the surface that was touched? I am interested in Android andor iOS.   In other words, I am intrested in shape of the finger that touched the screen.  A solution that would return a matrix of touched rectangles would be ok too.  I am 90% positive there is no such thing, but I hope someone can prove me wrong ",Is there,40,372
8795552,API_USAGE,How to debug Intent in sub project in eclipse,"I have a eclipse workspace with 3 subprojects   myMp3TagBusineslogic lib that can be used for android and for j2se myMp3TagActivity_Plugin android activity that uses myMp3TagBusineslogic and that can be launched by MyFIles, OIFilemanager and other apps: A gui to editview mp3-tags  myMp3Tag_Test_Activity some android activity used to test myMp3TagActivityPlugin by just executing    Reason for this layout: seperate guiplugin from testcode.  my qestion: how is it possible to debug the code of myMp3TagActivityPlugin by executing myMp3TagTestActivity?  What I tried so far:   Set a breakpoint in onCreate of myMp3TagActivity_Plugin and started debugging myMp3Tag_Test_Activity   effect: debugger does not stop in myMp3TagActivity_Plugin. Plugin is executed correctly.  Add plugin and myMp3TagBusineslogic to buildpath of myMp3Tag_Test_Activity   effect: cannot start myMp3Tag_TestActivity:  myMp3TagActivityPlugin class not found.    Edit: Update and solution for those who have the same problem:   as the comment below states the buildpath that includes the plugin into the test was not complete and therefore the testactivity crashed. Correct buildpath   add projects plugin add projects busines order and exports check plugin i forgot before order and exports check busines  i forgot before  however after uninstalling the plugin.apk from the device and debugging the test.apk that now really contains the plugin-code and a combined manifest  the debugger still does not stop in the plugin-code. after adding  to the plugin-source and debugging the test.apk i finally could debug the plugin source.  ",How to,45,1604
8795552,API_USAGE,How to debug Intent in sub project in eclipse,"I have a eclipse workspace with 3 subprojects   myMp3TagBusineslogic lib that can be used for android and for j2se myMp3TagActivity_Plugin android activity that uses myMp3TagBusineslogic and that can be launched by MyFIles, OIFilemanager and other apps: A gui to editview mp3-tags  myMp3Tag_Test_Activity some android activity used to test myMp3TagActivityPlugin by just executing    Reason for this layout: seperate guiplugin from testcode.  my qestion: how is it possible to debug the code of myMp3TagActivityPlugin by executing myMp3TagTestActivity?  What I tried so far:   Set a breakpoint in onCreate of myMp3TagActivity_Plugin and started debugging myMp3Tag_Test_Activity   effect: debugger does not stop in myMp3TagActivity_Plugin. Plugin is executed correctly.  Add plugin and myMp3TagBusineslogic to buildpath of myMp3Tag_Test_Activity   effect: cannot start myMp3Tag_TestActivity:  myMp3TagActivityPlugin class not found.    Edit: Update and solution for those who have the same problem:   as the comment below states the buildpath that includes the plugin into the test was not complete and therefore the testactivity crashed. Correct buildpath   add projects plugin add projects busines order and exports check plugin i forgot before order and exports check busines  i forgot before  however after uninstalling the plugin.apk from the device and debugging the test.apk that now really contains the plugin-code and a combined manifest  the debugger still does not stop in the plugin-code. after adding  to the plugin-source and debugging the test.apk i finally could debug the plugin source.  ",how is it possible to,45,1604
8904911,CONCEPTUAL,Create contact list provider for Android OS?,"I'm writing an Android app that contains a contact list.  The design required me to create my own app, not sync with the built-in contact list.  There are a lot of features that the built-in contact list supports, like having other apps and the phone dialer display that list of contacts.  Of course, so far, no other apps do anything with my contact list because they don't know about it.  In general, can I create a provider interface that the default phone apps will work with?  Will it also be possible to do stuff like letting users have a different ring-tone for each contact in my list, like they can with the built-in contact list?  My data format is very different from the default contact list.  For example, I only have 4 phone number fields, each with a hard-coded type work, phone, cell, fax.. also only 1 email address field.  Hopefully this won't make it too hard to create a provider, if even possible.  Just looking for general advise and starting point please.  I've read about using data providers and also creating them, so I know a little bit.  I haven't seen any other apps provide a contact list like I'm trying to do though, usually they just sync with the built-in provider I think that is how GMail's list works. ",can I,44,1239
8904911,CONCEPTUAL,Create contact list provider for Android OS?,"I'm writing an Android app that contains a contact list.  The design required me to create my own app, not sync with the built-in contact list.  There are a lot of features that the built-in contact list supports, like having other apps and the phone dialer display that list of contacts.  Of course, so far, no other apps do anything with my contact list because they don't know about it.  In general, can I create a provider interface that the default phone apps will work with?  Will it also be possible to do stuff like letting users have a different ring-tone for each contact in my list, like they can with the built-in contact list?  My data format is very different from the default contact list.  For example, I only have 4 phone number fields, each with a hard-coded type work, phone, cell, fax.. also only 1 email address field.  Hopefully this won't make it too hard to create a provider, if even possible.  Just looking for general advise and starting point please.  I've read about using data providers and also creating them, so I know a little bit.  I haven't seen any other apps provide a contact list like I'm trying to do though, usually they just sync with the built-in provider I think that is how GMail's list works. ",Will it also be possible to,44,1239
8908862,API_USAGE,How to set dymanic images to ViewFlipper in android?,I am doing like these it is loading static these image?    i am using three imageview in ViewFlipper in  file    How to set dynamic images to these imageView. By using single ImageView. ,How to,52,186
8908862,API_USAGE,How to set dymanic images to ViewFlipper in android?,I am doing like these it is loading static these image?    i am using three imageview in ViewFlipper in  file    How to set dynamic images to these imageView. By using single ImageView. ,How to,52,186
8910129,API_USAGE,How can I create a rounded rectangular border for GridView on Android?,I want to create a rounded rectangular border for GridView on Android like the below image:    How can i achieve this? Thanks in advance. ,How can I,70,138
8910129,API_USAGE,How can I create a rounded rectangular border for GridView on Android?,I want to create a rounded rectangular border for GridView on Android like the below image:    How can i achieve this? Thanks in advance. ,How can i,70,138
8982815,CONCEPTUAL,"Android - zoom-in in Hybrid setting, Google map shows nothing but empty background",In my app I am showing a Google map with pointer. I have submitted the app in market and I checked it by downloading from the market.  The map in default is shown in Hybrid view. Normally the map looks good but when I try to zoom in the map shows an empty background as in the following figure   Following is my map code:    Manifest:    Can anyone explain me why the map looks like this when it gets zoomed? ,Can anyone explain me why,82,409
